emotion,emo,file,au1,au2,au3,au4,au5,au6,au7,au8,au9,au10,au11,au12,au13,au14,au15,au16,au17,auc1,auc2,auc3,auc4,auc5,auc6,auc7,auc8,auc9,auc10,auc11,auc12,auc13,auc14,auc15,auc16,auc17,auc18
neutral,2,05095.jpg,0.15,0,0.65,0.18,0.86,1.28,0,0.64,0.88,0.6,0,1.07,0,0,1.51,1.26,0.06,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
happiness,0,05096.jpg,0.15,0,0.72,0,0.86,1.28,0,0.64,0.79,0.51,0,1.73,0.54,0,1.14,1.26,0.06,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
neutral,2,05097.jpg,0,0,0.71,0,0.58,1.02,0,0.64,0.66,0,0,1.78,0.59,0.13,1.97,1.09,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
neutral,2,05098.jpg,0,0,0.7,0.73,0,0,0,0.35,0,0,0,2.08,0.59,0.38,1.15,1.1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
neutral,2,05099.jpg,0.01,0.21,1.42,0.95,0.23,0,0,0.67,0,0.12,0,2.68,0.04,0.66,0.83,0.72,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
neutral,2,05100.jpg,0.01,0.21,1.39,0.95,0.9,0.46,0.39,0.91,0.35,0.5,0.06,2.36,0,0.75,0.52,0.36,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
happiness,0,05101.jpg,0.01,0.21,1.59,0.23,1.37,1.3,0.39,1.07,0.69,0.75,0.06,1.76,0.22,0.82,0.52,0.33,0.25,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
happiness,0,05102.jpg,0,0,0.88,0,1.14,1.31,0.39,0.75,0.69,0.64,0.07,0.63,0.22,0.55,0.52,0.41,0.25,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
neutral,2,05103.jpg,0.21,0.32,0.58,0,0.47,1.41,0,0.37,0.47,0.38,0.09,0.53,0.22,0.33,0.15,1.08,0.25,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
neutral,2,05104.jpg,0.72,0.91,0.49,0,0.17,0.57,0,0.9,0.85,0.59,0.09,0.53,0,0,1.01,0.93,0.57,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
happiness,0,05105.jpg,1.15,1.32,0.98,0,0.73,1.54,0.01,1.22,1.38,1.18,0.08,0.53,0.15,0,1.01,0.67,0.57,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
happiness,0,05106.jpg,0.94,1,1.33,0.25,0.73,0.98,0.01,1.1,1.25,1.06,0,0.52,0.6,0,1.33,1.04,0.57,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
surprise,4,05107.jpg,0.43,0.4,1.72,0.25,0.88,1.44,0.12,0.76,1.12,1.24,0.26,0.45,0.6,0,0.96,1.27,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
happiness,0,05108.jpg,0,0,1.43,0.25,0.91,1.01,0.11,0.64,1.24,1.06,0.26,0.37,0.53,0.54,1.31,1.64,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
neutral,2,05109.jpg,0,0,1.03,0,0.99,1.27,0.11,0.72,1.37,1.32,0.42,0.05,0.08,0.54,1.28,0.84,0.24,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
happiness,0,05110.jpg,0.09,0,0.5,0.7,0.66,0.8,0,0.57,0.86,0.83,0.17,0.79,0.08,0.54,0.79,0.93,0.25,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
neutral,2,05111.jpg,0.26,0,0.83,0.73,0.13,0.26,0,1.02,0.56,0.88,0.23,1.24,0.39,0,0.68,0.56,0.25,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
happiness,0,05112.jpg,0.57,0,0.63,0.73,0.2,0.63,0,1.22,1.07,0.81,0.19,1.24,0.39,0,0.67,0.33,0.19,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
happiness,0,05113.jpg,0.83,0,0.63,0.03,1,0.72,0,1.73,1.89,1.34,0.73,1.07,0.39,0,0.85,0.26,0.18,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
happiness,0,05114.jpg,0.66,0,0,0,1.32,0.72,0,1.37,2.32,1.18,0.66,0.58,0,0,1.35,0.26,0.28,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
happiness,0,05115.jpg,0.74,0,0.04,0.27,1.17,0.1,0,1.3,1.83,1,0.88,0.58,0.06,0.48,1.42,0.77,0.1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
happiness,0,05116.jpg,0.39,0,0.65,0.27,1.03,0.26,0,1.11,1.68,1.27,0.74,0.27,0.06,0.48,2.12,0.57,0.67,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
happiness,0,05117.jpg,0.39,0,1.12,0.27,0.66,0.26,0,0.81,0.9,1.02,1.16,0.26,0.06,0.76,1.37,0.57,0.57,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
happiness,0,05118.jpg,0,0,1.08,0,1.04,0.51,0,1.05,1.23,1.77,0.82,0.77,0,0.81,0.88,0.07,0.57,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
happiness,0,05119.jpg,0,0,0.59,0,0.95,0.53,0.23,1.12,0.98,1.43,0.42,0.62,0.14,0.83,0.73,0.28,0.04,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
happiness,0,05120.jpg,0,0,0.56,0.19,1.11,0.53,0.23,1.48,1.23,2.03,0.15,1.4,0.47,0.54,1.11,0.28,0.04,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
neutral,2,05121.jpg,0.16,0.2,0.56,0.19,0.72,0.7,0.23,1.07,0.74,1.85,0.29,1.42,0.47,0.02,1.24,0.66,0.45,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
neutral,2,05122.jpg,0.98,0.8,0.74,0.6,0.16,0.99,0,0.7,0.24,1.34,0.29,1.86,0.33,0,0.51,0.38,0.42,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
neutral,2,05123.jpg,1.75,1.21,0.64,0.46,0.01,1.45,0,0.52,0,0.96,0.41,1.32,0,0,0.7,0.62,0.42,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
neutral,2,05124.jpg,1.75,1.32,0.9,0.46,0.24,1.35,0,1.01,0,0.48,0.28,1.2,0,0,1.22,0.57,0.38,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
happiness,0,05125.jpg,1.19,0.73,1.59,0.05,0.39,1.72,0,1.27,0,0.82,0.28,1.11,0.12,0,1.6,0.99,0.63,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0
neutral,2,05126.jpg,0.43,0.32,1.51,0.02,0.38,2.25,0.01,1.69,0,0.54,0,1.25,0.12,0.01,1.17,1.03,0.82,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
neutral,2,05127.jpg,1.03,0.3,1.26,0.21,0.15,2.05,0.01,1.3,0,0.48,0.04,0.88,0.12,0.01,0.97,0.69,1.05,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
neutral,2,05128.jpg,1.55,0.84,0.48,0.21,0.59,2.01,0.6,0.99,0.65,0.37,0.29,0.42,0,0.01,1.78,0.5,0.8,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
happiness,0,05129.jpg,1.55,0.84,0.43,0.19,1.22,1.73,0.74,1.08,0.91,0.37,0.29,0.39,0,0,2.22,0.73,0.61,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
sadness,3,05130.jpg,0.79,0.54,0.74,0,1.22,2.39,0.76,1.06,0.91,0.64,0.25,0.45,0,0,1.77,1.04,0.83,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
neutral,2,05131.jpg,0,0,0.92,0,0.93,1.96,0.17,1.9,0.26,0.72,0.35,1.16,0.08,0,1.01,1.1,0.83,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
neutral,2,05132.jpg,0.16,0,0.88,0,0.64,1.55,0.03,1.89,0.37,1.41,0.35,1.25,0.08,0.02,0.72,0.6,1.06,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1
happiness,0,05133.jpg,0.58,0,0.57,0,1.46,2.07,0.27,2.57,1.1,1.33,0.42,1.54,0.08,0.02,0.89,0.29,1.07,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1
happiness,0,05134.jpg,0.86,0,0.65,0,1.73,2.29,0.53,2.33,1.35,1.1,0.26,1.15,0,0.02,0.47,0,2.03,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1
happiness,0,05135.jpg,1.14,0,0.57,0,1.4,2.39,0.61,2.06,0.98,0.42,0.51,0.75,0,0,0.58,0,2.54,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1
neutral,2,05136.jpg,0.99,0,1.09,0,0.9,1.86,0.45,1.59,0.26,0.62,0.44,0.37,0,0,0.41,0.05,2.16,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
neutral,2,05137.jpg,0.71,0,0.61,0,1.45,2.23,0.51,1.8,1,1.11,0.27,0.07,0,0,1.18,0.05,1.39,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
happiness,0,05138.jpg,0.32,0,0.81,0,2,2.2,0.43,2.08,1.28,1.11,0.31,0.58,0,0,0.91,0.05,1.02,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
sadness,3,05139.jpg,0.04,0,0.6,0,2.42,1.58,0.32,2.13,2.11,1.07,0.31,0.94,0.17,0,1.18,0,0.56,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1
happiness,0,05140.jpg,0.77,0.46,0.85,0,1.57,0.7,0,1.69,1.13,0.74,0.28,1.07,0.17,0,0.93,0.49,0.56,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
neutral,2,05141.jpg,1.25,0.46,0.9,0,1.44,1.91,0.14,1.6,0.91,0.82,0.08,0.82,0.27,0,1.58,0.98,0.2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
neutral,2,05142.jpg,1.64,0.46,0.98,0,0.69,2.13,0.14,1.42,0.08,0.68,0.14,0.93,0.11,0,1.5,1.73,0.39,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
sadness,3,05143.jpg,1.85,0.01,0.72,0,0.99,2.85,0.41,1.4,0.19,0.31,0.94,1.29,0.69,0,1.43,1.41,0.2,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1
neutral,2,05144.jpg,1.61,0.01,0.49,0,0.65,2.47,0.48,1.35,0.31,0.23,1.5,1.67,0.58,0,0.64,0.92,0.2,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1
neutral,2,05145.jpg,1.35,0,0.26,0,1.43,2.7,0.48,2.29,1.31,0.49,1.44,1.73,0.58,0,0.77,0.17,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1
happiness,0,05146.jpg,0.66,0,0.26,0,1.3,3.15,0.29,2.56,1.39,0.52,1.23,2.04,0.09,0.12,0.32,0,0.26,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1
neutral,2,05147.jpg,1.15,0,0.36,0,1.6,2.5,0.26,2.18,1.29,0.93,0.75,1.69,0.13,0.12,0.32,0,0.26,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1
neutral,2,05148.jpg,1.43,0,0.58,0,1.18,3.08,0.74,1.14,0.29,0.43,1.12,1.65,0.13,0.12,0.16,0,0.26,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1
neutral,2,05149.jpg,1.17,0,0.88,0,0.77,2.2,0.97,0.81,0.08,0.65,0.97,1.29,0.03,0,0.16,0,0.92,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1
neutral,2,05150.jpg,0.61,0,1.21,0,0.48,2.2,0.79,0.89,0,0.83,1.09,1.8,0,0,0.16,0.37,1.59,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1
neutral,2,05151.jpg,1.14,0,1.29,0.13,0.52,1.89,0.68,1.55,0.04,1.19,1.23,1.74,0,0,0,0.37,1.87,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1
neutral,2,05152.jpg,1.53,0.34,1.64,0.33,0.5,1.58,0.38,1.29,0.11,0.94,0.79,1.91,0,0.7,0.38,1.03,1.15,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1
neutral,2,05153.jpg,1.76,0.47,1.39,0.64,1.06,2.45,0.55,1.76,0.44,0.62,0.5,1.18,0,0.7,1.2,0.92,0.49,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1
anger,1,05154.jpg,0.82,0.47,0.94,0.51,1.22,2.98,0.41,1.31,0.6,0.48,0,0.74,0,0.7,1.49,0.95,0.32,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1
happiness,0,05155.jpg,0.43,0.13,0.47,0.31,1.68,4.09,0.41,1.59,0.81,0.66,0.06,0.36,0,0,1.69,0.81,0.11,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1
happiness,0,05156.jpg,0,0,0.18,0,1.87,4.12,0.27,1.48,0.92,0.48,0.06,0.24,0,0,1.21,0.81,0.34,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1
happiness,0,05157.jpg,0,0,0.18,0,2.17,3.72,0.03,1.27,1.28,0.38,0.06,0.24,0.37,0,1.5,1.15,0.23,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0
happiness,0,05158.jpg,0,0,0,0,2.29,3.4,0.03,0.82,1.43,0.21,0.43,0.69,0.6,0,0.92,0.63,0.23,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0
happiness,0,05159.jpg,0,0,0.01,0.17,1.61,2.04,0,0.76,1.44,0.31,0.59,0.87,0.6,0.47,0.59,0.38,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0
happiness,0,05160.jpg,0,0,0.01,0.17,1.89,1.84,0.3,1.86,2.06,0.78,0.68,1.19,0.24,0.47,0.88,0.05,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0
happiness,0,05161.jpg,0.61,0.3,0.23,0.17,1.62,1.91,0.37,2.22,1.63,0.95,0.24,0.5,0.11,0.47,1.64,0.05,0.16,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
neutral,2,05162.jpg,0.61,0.3,0.47,0,1.77,1.83,0.37,1.68,1.61,0.75,0.08,0.84,0.11,0.11,2.07,0.05,0.16,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
neutral,2,05163.jpg,0.61,0.3,0.48,0,1.21,1.64,0.07,0.55,1.09,0.38,0,0.61,0.11,0.11,1.46,0,0.16,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
neutral,2,05164.jpg,0.68,0.09,0.43,0,0.95,1.92,0,0.54,1.09,0.21,0,0.93,0.05,0.11,1,0,0.08,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
neutral,2,05165.jpg,1.55,0.09,0.21,0,1,1.92,0,1.21,1.1,0.42,0.21,1.45,0.27,0.37,0.96,0.32,0.08,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
neutral,2,05166.jpg,1.55,0.09,0.27,0,1.39,2.52,0.03,2.18,1.42,1.18,0.21,1.36,0.27,0.37,1.39,0.32,0.08,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
happiness,0,05167.jpg,0.87,0,0.1,0,1.76,2.62,0.03,2.46,1.64,1.18,0.41,1.57,0.22,0.99,1.11,0.32,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
neutral,2,05168.jpg,0,0,0.17,0,2.52,3.61,0.24,3.02,2.31,1.44,0.2,0.53,0,0.61,1.76,0.11,0.04,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
happiness,0,05169.jpg,0.23,0,0.14,0,1.78,3.54,0.33,2.5,1.33,0.47,0.32,0.91,0,0.61,1.62,0.24,0.45,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1
neutral,2,05170.jpg,0.23,0,0.28,0,2.03,3.46,0.33,2.71,2.02,0.8,0.11,0.56,0,0,2.31,0.27,0.52,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1
happiness,0,05171.jpg,0.57,0,0.62,0,1.33,3.47,0.33,2.13,0.92,0.89,0.38,0.7,0,0,1.9,0.28,0.61,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1
neutral,2,05172.jpg,0.41,0,0.59,0,2.02,2.88,0.28,2.45,1.47,1.33,0.39,0.32,0,0,2.21,0.15,0.45,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1
happiness,0,05173.jpg,0.41,0,0.45,0,1.73,1.69,0.27,1.92,1.28,1.47,0.7,0.67,0,0,2.38,0.12,0.38,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1
happiness,0,05174.jpg,0.93,0,0,0,1.84,1.66,0.08,1.47,1.6,0.9,0.44,1.26,0,0.02,2.2,0,0.25,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1
surprise,4,05175.jpg,1.58,0,0.27,0,1.39,1.45,0,0.78,1.73,0.53,0.52,1.59,0.28,0.6,1.34,0.2,0.01,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1
neutral,2,05176.jpg,1.65,0,0.27,0,1,1.34,0,0.79,1,0.07,0.61,1.27,0.28,0.6,0.46,0.21,0.24,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1
neutral,2,05177.jpg,1.31,0.21,0.52,0.09,0.78,0.76,0,1.01,0.85,0.07,0.85,1.02,0.28,0.58,0,0.4,0.23,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
neutral,2,05178.jpg,0.93,0.21,0.86,0.09,0.53,1.55,0,1.41,0.17,0,0.99,1.19,0.11,0,0.34,0.79,0.23,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
neutral,2,05179.jpg,1.13,0.21,1.58,0.09,0.69,2.39,0.08,1.73,0.17,0,1.15,1.76,0.51,0,0.9,1.08,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
neutral,2,05180.jpg,0.61,0,1.83,0,0.75,2.34,0.77,1.91,0,0.19,1.2,1.91,0.74,0,1.54,1.74,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
neutral,2,05181.jpg,0.39,0,1.38,0,0.77,1.58,0.9,1.69,0,0.23,1.13,1.98,0.63,0,1.2,1.21,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1
neutral,2,05182.jpg,0.11,0,0.96,0,0.75,1.41,0.86,1.44,0,0.23,0.7,2.14,0.23,0,0.64,0.92,0.36,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1
neutral,2,05183.jpg,0.11,0,0.47,0,0.44,1.35,0.17,1.07,0,0.04,0.88,2.51,0,0,0,0.05,0.43,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1
neutral,2,05184.jpg,0,0,0.31,0,0.9,2.07,0.78,1.17,0.28,0.35,0.67,2.76,0.28,0,0,0,0.43,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1
neutral,2,05185.jpg,0.49,0,0.22,0,0.92,2.11,1.18,1.06,0.71,1.04,0.62,2.66,0.28,0,0.24,0.22,0.06,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1
happiness,0,05186.jpg,0.81,0,0.41,0,1.66,2.67,1.7,1.67,1.21,2.11,0.15,2.37,0.28,0,0.49,0.51,0.42,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1
happiness,0,05187.jpg,1.06,0,0.62,0,1,1.88,0.99,1.75,0.93,2.27,0.27,2.67,0,0,0.49,0.51,1.02,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1
sadness,3,05188.jpg,1.27,0,0.41,0,1.39,2.16,0.54,1.67,1.07,1.64,0.66,2.97,0,0.04,0.25,0.29,1.02,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1
happiness,0,05189.jpg,1.6,0.02,0.21,0,0.59,1.96,0.03,1.47,0.69,0.58,0.84,3.05,0,0.04,0,0,1.47,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1
neutral,2,05190.jpg,1.47,0.02,0.01,0,0.55,1.82,0.45,1.23,0.69,0.54,1.05,2.67,0,0.04,0.39,0.27,0.87,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1
happiness,0,05191.jpg,1.92,0.02,0.1,0,0,1.42,0.97,1.87,0.13,0.62,1.02,2.19,0.06,0,0.57,0.65,0.87,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
neutral,2,05192.jpg,1.84,0,0.72,0,0,0.77,1.38,1.22,0,0.62,1.45,2.16,0.57,0,0.57,0.65,0.47,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
neutral,2,05193.jpg,2.85,0.3,0.7,0,0.03,1.17,1.1,0.98,0,0.19,1.04,1.46,0.89,0,0.18,0.38,0.47,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
neutral,2,05194.jpg,1.69,0.3,0.74,0,0.03,0.65,0.58,0.11,0,0.05,0.75,1.18,0.83,0,0,0,0.58,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
neutral,2,05195.jpg,1.42,0.3,0.35,0,0.64,2.05,0.49,1.1,0.62,0.55,0.16,0.5,0.34,0,0.71,0.09,0.11,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
happiness,0,05196.jpg,0.3,0,0.71,0,1.48,2.16,0.62,1.87,1.33,0.69,0.16,0.77,0.03,0,1.56,0.18,0.21,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1
happiness,0,05197.jpg,0.3,0,1.09,0,2.18,2.97,1.12,2.42,1.48,1.25,0.45,0.42,0.36,0,1.56,0.18,0.1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1
neutral,2,05198.jpg,0,0,0.87,0,1.81,1.61,0.8,1.84,1.34,1.53,0.49,0.46,0.39,0.11,0.89,0.08,0.1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1
neutral,2,05199.jpg,0.61,0,0.5,0,0.94,0.96,0.5,1.31,0.83,1.93,0.48,0.39,0.39,0.11,0.23,0,0.29,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1
neutral,2,05200.jpg,1.26,0,0.25,0,0.52,0.86,0,1.61,1.27,1.37,0.05,0.69,0.07,0.11,0.41,0,0.29,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1
neutral,2,05201.jpg,1.26,0,0.8,0,0.6,1.08,0,1.52,0.95,1.3,0,0.72,0.02,0,0.37,0,1.32,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1
neutral,2,05202.jpg,1.52,0.43,0.96,0,0.99,1.22,0,1.68,1.23,1.12,0.04,0.75,0.02,0,0.17,0.1,2.16,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1
happiness,0,05203.jpg,1.15,0.43,0.7,0,1.18,0.64,0.28,1.2,1.15,1.21,0.22,0.47,0.02,0,1.01,0.1,2.43,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
happiness,0,05204.jpg,1.66,0.86,0.44,0,0.86,0.38,0.28,1.14,1.11,1.08,0.39,0.92,0,0,1.01,0.1,1.74,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
neutral,2,05205.jpg,1.86,1.16,0.57,0,0.85,0.55,0.28,1.41,1.03,1.26,0.91,1.38,0,0,1.7,0.17,0.62,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
happiness,0,05206.jpg,1.87,1.16,0.9,0,0.9,0.93,0.15,1.81,0.9,1.68,0.94,1.38,0,0,1.36,0.17,0.34,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
happiness,0,05207.jpg,1.56,0.78,0.61,0,1.29,1.16,0.22,2.19,1.07,1.36,0.77,0.92,0,0,1.63,0.21,0.28,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
neutral,2,05208.jpg,1.34,0.59,0.33,0,1.03,0.85,0.24,1.72,0.88,1.42,0.21,0.23,0,0,1.57,0.04,0.49,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
happiness,0,05209.jpg,2.08,1.18,0.02,0.26,0.64,0.23,0.08,1.17,0.68,0.91,0,0.26,0,0,1.14,0.73,0.92,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
neutral,2,05210.jpg,1.95,1.13,0.32,0.26,0.72,1.07,0.02,1.27,0.77,0.97,0,0.33,0,0,1.76,1.23,0.64,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1
happiness,0,05211.jpg,2.19,0.91,0.5,0.26,0.78,1.07,0,1.63,0.9,0.81,0.2,0.58,0,0,1.78,1.46,0.55,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1
neutral,2,05212.jpg,1.93,1.15,0.48,0.08,0.98,1.21,0,2.07,1.12,1.02,0.24,0.61,0,0,2.45,1.1,0.32,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
neutral,2,05213.jpg,2.98,2,0.27,0.08,0.52,0.14,0,1.44,0.94,1.16,0.24,0.45,0,0,1.72,0.55,0.79,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
neutral,2,05214.jpg,2.76,2.55,0.08,0.3,0.33,0.14,0,0.89,0.76,0.84,0.05,0.45,0,0,1.08,0.32,1.17,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
neutral,2,05215.jpg,2.27,2.21,0.36,0.22,0,0,0,0.23,0.44,0.76,0.08,0.31,0,0,0.17,0.02,1.01,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
neutral,2,05216.jpg,2.46,2.54,0.28,0.22,0.08,0,0,0.25,0.75,0.92,0.08,0.69,0,0,0,0.02,0.65,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
neutral,2,05217.jpg,2.21,2.03,0.6,0,0.44,0,0,0.64,1.15,1.18,0.08,0.45,0.02,0,0.16,0.02,0.65,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
neutral,2,05218.jpg,2.05,1.54,0.32,0,1.1,1.03,0,1.2,1.57,1.54,0,0.45,0.32,0,0.8,0.04,1.16,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
happiness,0,05219.jpg,0.74,0.37,0.42,0,1.5,1.12,0,1.95,1.58,1.3,0,0,0.32,0,1.49,0.13,1.29,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1
