emotion,emo,file, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
neutral,3,01680.jpg,0.97,0.74,0.06,0.47,0.02,0.82,0,0,0,0.22,0,0,0.03,0,0.61,1.38,0.04,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
neutral,3,01681.jpg,1.07,0.74,0.21,0.47,0.07,1.16,0,0.16,0.06,0.38,0,0,0.02,0,1.22,1.16,0.67,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
neutral,3,01682.jpg,0.76,0.74,0.28,0.47,0.05,0.38,0,0.16,0.06,0.81,0,0.52,0.05,0.26,0.99,0.88,0.63,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
neutral,3,01683.jpg,0.61,0.21,0.28,0,0.06,0.69,0.13,0.55,0.06,0.97,0.02,0.52,0.05,0.26,0.83,1.07,0.63,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
neutral,3,01684.jpg,0.51,0.21,0.66,0.43,0.02,0.64,0.28,0.39,0,0.59,0.3,0.85,0.53,0.26,0.67,1.68,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
neutral,3,01685.jpg,1.02,0.51,1.34,0.43,0.02,0.6,0.28,0.39,0,0.16,0.92,1,1.03,0.15,1.31,1.97,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
happiness,1,01686.jpg,1.07,0.3,1.67,0.81,0.3,0.8,0.15,0.62,0,0,0.91,1.42,1.38,0.27,1.68,2.48,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
happiness,1,01687.jpg,1.07,0.3,1.32,0.39,0.3,0.98,0,0.64,0.16,0.54,0.62,1.38,0.92,0.7,1.23,2.02,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0
happiness,1,01688.jpg,0.55,0,0.58,0.5,0.54,1.02,0,0.87,0.9,0.95,0,0.72,0.39,0.94,1.06,1.25,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0
happiness,1,01689.jpg,0,0,0.3,0.21,0.91,0.84,0,0.73,1.98,1.75,0,0.3,0.2,1,1.01,0.48,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0
happiness,1,01690.jpg,0,0.28,0.11,0.39,1.38,0.5,0,1.13,2.54,1.63,0,0,0.36,0.86,1.54,0.31,0.01,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0
happiness,1,01691.jpg,0,0.27,0.05,0.28,1.15,0.46,0,1.05,2.36,1.68,0,0,0.36,0.47,1.44,0.27,0.19,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
happiness,1,01692.jpg,0,0.27,0,0.19,0.86,0.26,0,1.05,2.11,1.34,0,0,0.5,0.35,1.2,0.17,0.19,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0
happiness,1,01693.jpg,0,0,0.48,0.06,0.38,0.11,0,0.62,1.45,1.17,0,0.56,0.41,0.24,0.67,0.65,0.18,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0
neutral,3,01694.jpg,0,0,0.53,0.06,0.84,0.5,0,1.12,1.78,1.16,0,0.76,0.41,0.24,1.07,0.64,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0
happiness,1,01695.jpg,0.23,0,0.66,0.06,0.9,1.23,0,1.21,1.09,1.02,0.22,0.97,0.44,0.17,1.69,0.64,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0
happiness,1,01696.jpg,0.62,0,0.38,0.18,0.9,1.67,0,1.21,1.02,0.77,0.22,0.62,0.31,0.12,1.69,0.49,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0
neutral,3,01697.jpg,0.62,0,0.62,0.18,1.03,1.51,0,1.59,0.67,0.67,0.22,0.5,0.59,0.12,2.11,1.38,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0
happiness,1,01698.jpg,0.38,0,0.55,0.18,1.21,0.92,0,1.71,1.15,1.15,0,0.3,0.46,0.12,2.05,1.74,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0
happiness,1,01699.jpg,0,0,0.54,0,1.58,0.85,0,2.3,1.41,1.74,0,0.17,0.46,0,2.9,1.25,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0
happiness,1,01700.jpg,0.04,0.06,0.39,0,1,0.62,0,1.26,0.88,1.39,0,0.09,0.18,0,2.36,1.07,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
neutral,3,01701.jpg,0.04,0.06,0.69,0,0.37,0.97,0,0.58,0.26,0.59,0,0.09,0,0.55,1.95,1.82,0.06,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0
happiness,1,01702.jpg,0.04,0.06,0.66,0,0,0.82,0,0,0,0,0,0,0,0.55,1.86,2.87,0.06,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0
happiness,1,01703.jpg,0,0,0.79,0,0.48,1.67,0.21,0.05,0.48,0.34,0.01,0,0,0.55,1.92,2.38,0.53,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0
happiness,1,01704.jpg,0,0,0.57,0,0.91,1.22,0.21,0.21,1.39,1,0.01,0,0,0.29,1.48,1.27,0.47,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0
happiness,1,01705.jpg,0,0,0.8,0,1.47,1.46,0.21,0.69,2.42,1.47,0.01,0,0,0.29,1.82,0.34,0.47,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
happiness,1,01706.jpg,0.19,0,0.52,0,0.99,0.61,0,0.64,2.34,1.45,0,0,0,0.29,1.47,0.26,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
happiness,1,01707.jpg,0.7,0.31,0.99,0,1.06,0.95,0,1.29,2.01,1.46,0.08,0,0,0,2.43,0.3,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0
happiness,1,01708.jpg,0.7,0.31,0.61,0,0.96,0.86,0,1.24,1.78,1.82,0.08,0,0,0,2.03,0.8,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0
happiness,1,01709.jpg,1.29,0.31,0.95,0,1.18,1.31,0,1.24,1.38,1.89,0.45,0.18,0.29,0,2.66,1.67,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0
happiness,1,01710.jpg,0.78,0,0.44,0,0.93,0.82,0,0.48,1.38,1.46,0.38,0.45,0.49,0.14,1.98,1.64,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0
neutral,3,01711.jpg,1.01,0.2,0.75,0,1.4,1.5,0,0.79,1.36,1.36,0.38,0.58,1.8,0.14,2.07,1.57,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
happiness,1,01712.jpg,0.26,0.2,0.67,0,1.83,2.34,0,1.18,1.6,1.35,0,0.67,1.51,0.14,1.73,0.56,0.35,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
neutral,3,01713.jpg,0.26,0.2,1,0,2.48,3.26,0,1.84,1.81,1.72,0,0.4,1.31,0,2.48,0.9,0.35,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0
happiness,1,01714.jpg,0.26,0,0.9,0.13,1.55,2.21,0,1.09,1.04,1.12,0,0.29,0,0.04,1.68,0.81,0.35,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
neutral,3,01715.jpg,0.98,0.43,0.71,0.44,0.9,0.92,0,0.7,0.83,0.73,0,0.16,0,0.15,1.13,1.14,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
neutral,3,01716.jpg,1.22,0.77,0.34,0.73,0.23,0.73,0,0,0.31,0.77,0,0.31,0,0.15,0.09,1.16,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
neutral,3,01717.jpg,0.98,0.91,0.13,0.59,0.33,0.98,0,0.22,0.97,1.05,0,0.29,0,0.12,0.22,0.83,0.09,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
happiness,1,01718.jpg,0.73,0.73,0.06,0.29,0.63,1.37,0,0.22,1.52,1.86,0,0.15,0,0,0.38,0.51,0.17,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
happiness,1,01719.jpg,0.51,0.38,0,0,0.56,0.91,0,0.22,1.78,1.57,0,0,0.15,0,0.81,0.17,0.31,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
neutral,3,01720.jpg,0.51,0.25,0.75,0,0.63,0.66,0,0.08,1.16,1.16,0.51,0.73,0.4,0,0.67,0.27,0.25,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
neutral,3,01721.jpg,0.02,0,0.78,0,0.8,1.17,0.27,0.34,0.9,0.92,0.69,0.94,0.61,0,0.43,0.28,0.47,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
neutral,3,01722.jpg,0.06,0,0.78,0,0.99,1.22,0.27,0.34,0.67,1.24,1.16,1.01,0.46,0,0,0.74,0.63,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
happiness,1,01723.jpg,0.06,0,0.24,0,1.3,1.69,0.73,0.83,0.81,1.72,0.64,0.37,0.21,0,0.34,0.63,0.6,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1
happiness,1,01724.jpg,0.06,0,0.43,0,0.92,0.92,0.81,0.88,0.49,1.15,1.08,0.24,0,0,0.96,0.66,0.38,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1
happiness,1,01725.jpg,0,0,1.32,0,1.17,1.28,1.31,1.74,0.29,0.97,0.62,0.69,0.14,0,1.7,0.47,0.23,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1
neutral,3,01726.jpg,0,0,1.33,0,0.7,0.81,0.89,1.17,0.12,0.51,0.62,0.95,0.14,0,1.45,0.82,0.23,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0
neutral,3,01727.jpg,0,0,1.11,0,0.8,0.97,0.55,1.39,0.66,0.97,0,0.88,0.21,0,1.47,0.97,0.14,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0
happiness,1,01728.jpg,0,0,0.22,0,0.21,0.3,0.05,0.53,0.55,0.62,0,0.59,0.07,0,0.79,0.87,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
neutral,3,01729.jpg,0,0,0.5,0.2,0.21,0.3,0,0.53,0.65,0.6,0,0.23,0.07,0,1.12,0.87,0.03,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
neutral,3,01730.jpg,0,0,0.5,0.23,0,0.73,0,0.09,0.11,0.13,0.02,0.42,0,0,0.48,1.63,0.23,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
neutral,3,01731.jpg,1.09,0.46,0.5,1.6,0,0.73,0,0.09,0.38,0,0.02,0.19,0,0,1.25,1.81,0.23,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
surprise,5,01732.jpg,1.09,0.46,0,1.4,0.2,1.07,0,0.09,0.51,0.49,0.02,0.19,0,0.07,0.97,1.47,0.28,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
happiness,1,01733.jpg,1.66,0.84,0,1.78,0.26,0.34,0,0,0.89,0.66,0,0,0,0.07,1.73,0.77,0.07,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
neutral,3,01734.jpg,0.58,0.39,0,0.41,0.36,0.54,0,0,0.86,1.09,0,0,0,0.07,1.34,0.76,0.07,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
happiness,1,01735.jpg,0.91,0.39,0,0.41,0.16,0.45,0,0.09,0.94,1.01,0,0.05,0,0,1.82,1.58,0.16,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
happiness,1,01736.jpg,0.34,0.01,0.15,0,0.1,0.45,0,0.09,0.83,1.07,0,0.13,0.18,0.31,1.67,1.74,0.16,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
happiness,1,01737.jpg,0.73,0.33,0.57,0.3,0,0.29,0,0.09,0.6,0.63,0,0.36,0.18,0.31,1.47,1.46,0.16,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
happiness,1,01738.jpg,0.39,0.33,0.61,0.3,0,0.57,0,0,0.64,0.22,0,0.31,0.18,0.31,1.28,0.68,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
happiness,1,01739.jpg,0.69,0.33,0.46,0.39,0,0.57,0,0,0.52,0.05,0,0.25,0,0.01,1.26,0.38,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
happiness,1,01740.jpg,0.51,0,0.04,0.41,0,0.53,0,0.15,0.68,0.05,0.12,0.17,0.11,0.26,1.4,0.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
neutral,3,01741.jpg,0.88,0,0,0.47,0.11,0.09,0,0.17,0.78,0.15,0.12,0.17,0.11,0.59,1.31,1.07,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
happiness,1,01742.jpg,0.59,0,0.12,0.38,0.11,0.26,0,0.17,0.74,0.54,0.5,0.37,0.39,0.58,1.13,1.23,0.01,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
happiness,1,01743.jpg,0.83,0,0.7,0.05,0.11,0.26,0,0.02,0.67,1.03,0.98,0.61,0.89,0.34,0.75,0.89,0.28,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
neutral,3,01744.jpg,0.66,0,0.98,0.24,0,0.17,0,0.07,0.2,1.09,0.98,1.29,1.2,0,0.77,1.32,0.28,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
neutral,3,01745.jpg,0.66,0,0.86,0.24,0.24,0.24,0,0.31,0.74,0.79,0.59,1.12,0.93,0,1.02,1.22,0.27,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
happiness,1,01746.jpg,0.21,0,0.3,0.24,0.35,0.4,0,0.57,1.13,0.39,0,0.72,0.31,0.54,1.43,1.38,0.09,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
happiness,1,01747.jpg,0.01,0,0.02,0,0.45,0.61,0,0.51,1.3,0.26,0,0.03,0,1.04,1.89,0.92,0.41,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
happiness,1,01748.jpg,0.01,0,0.5,0,0.86,0.6,0,0.57,1.41,0.74,0,0.03,0.02,1.21,1.56,1.08,0.41,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,01749.jpg,0.01,0,0.48,0,0.95,0.57,0,0.31,1.55,1.38,0,0.03,0.02,1.01,1.48,0.89,0.37,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,01750.jpg,0,0,0.48,0,1.13,0.52,0,0.6,2.15,1.73,0,0.03,0.02,0.51,1.05,0.5,0.1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
happiness,1,01751.jpg,0,0,0.04,0,1.11,0.74,0.03,0.6,2.43,1.23,0,0,0,0.58,1.23,0.91,0.54,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
happiness,1,01752.jpg,0,0,0.04,0,1.28,1.22,0.03,0.85,2.59,0.98,0,0,0,0.24,1.43,0.98,0.94,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
happiness,1,01753.jpg,0.01,0,0.04,0,1.02,1.92,0.03,1,2.22,1.11,0,0,0,0.31,1.39,1.46,1.34,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
happiness,1,01754.jpg,0.01,0,0,0,0.4,1.47,0,0.9,1.77,1.45,0,0,0,0.33,1.46,0.71,0.9,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
happiness,1,01755.jpg,0.5,0.18,0.26,0,0.03,0.86,0.07,0.65,1.09,1.19,0,0,0,0.33,0.92,0.69,0.45,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
neutral,3,01756.jpg,0.49,0.18,0.8,0,0.02,0.55,0.56,0.22,0.68,0.77,0.29,0.3,0,0.26,0.57,0.21,0.03,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
neutral,3,01757.jpg,0.49,0.18,0.8,0,0.47,0.57,0.92,0.57,0.82,0.79,0.29,0.67,0,0.17,0.85,0.21,0.03,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
happiness,1,01758.jpg,0.38,0,0.55,0,0.67,0.71,0.85,1.05,0.84,0.56,1.07,1.32,0,0.17,0.85,0,0.14,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
neutral,3,01759.jpg,0.38,0,0.18,0,0.77,0.19,0.36,1.5,1.31,0.78,0.93,1.1,0,0.17,0.85,0.11,0.11,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
neutral,3,01760.jpg,0.38,0.12,0.55,0,0.3,0.9,0,0.93,0.59,0.49,0.99,1.68,0,0,0,0.11,0.11,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
neutral,3,01761.jpg,0,0.12,0.55,0,0.81,1.61,0,0.89,1.21,1.29,0.21,1.21,0,0,0.26,0.25,0.11,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
happiness,1,01762.jpg,0.95,0.55,0.95,0.2,0.78,2.04,0,0.73,1.56,1.69,0.3,1.61,0,0.23,0.26,0.14,0.33,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
happiness,1,01763.jpg,1.31,0.43,1.25,0.2,1.2,1.73,0,1.68,2.36,2.63,0.25,0.66,0,0.23,1.06,0.14,1.4,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
happiness,1,01764.jpg,1.31,0.43,1.25,0.2,0.49,0.88,0,1.51,1.85,2.17,0.25,0.48,0,0.32,1.32,0.31,1.29,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
happiness,1,01765.jpg,0.36,0,1,0,1.07,0.55,0,2.63,1.91,2.55,0.2,0.17,0.37,0.09,2.01,0.31,1.46,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
happiness,1,01766.jpg,0.75,0.21,0.36,0,0.68,0.25,0,1.68,1.11,1.42,0.28,0.17,0.37,0.09,1.72,0.63,0.39,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
neutral,3,01767.jpg,0.75,0.21,0.36,0,0.93,0.58,0,2.47,1.73,1.59,0.41,0.31,0.37,0,1.8,0.31,0.59,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,01768.jpg,1.26,0.62,0.27,0,0.43,0.45,0,1.51,1.29,1.09,0.64,0.53,0.24,0,1.84,0.31,0.34,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
neutral,3,01769.jpg,1.17,1.05,0.7,0,1.37,1.24,0,2.39,2.23,2,0.56,0.71,0.24,0,2.24,0,0.45,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,01770.jpg,1.3,1.06,0.7,0,1.12,1.04,0,1.41,1.91,2,0.43,0.7,0.36,0.12,1.62,0.07,0.61,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,01771.jpg,0.79,0.65,0.46,0,0.98,1.7,0,1.53,2.38,1.41,0.11,0.58,0.12,0.12,1.34,0.23,0.46,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,01772.jpg,0.14,0.01,0.62,0,0.09,0.8,0,0.86,1.64,1.18,0.11,0.84,0.12,0.12,0.69,0.23,1.19,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
sadness,4,01773.jpg,1.14,0.16,0.62,0,0.09,0.66,0,0.77,1.39,0.67,0.11,0.71,0,0,0.85,0.17,1.43,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,01774.jpg,2.39,0.42,0.62,0.12,0.08,0.12,0,0.21,0.48,0.67,0,0.45,0,0,0.7,0.35,1.76,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0
neutral,3,01775.jpg,2.39,0.42,0.03,0.38,0.04,0.17,0.07,0.14,0.82,0.18,0,0.01,0,0,1.01,0.44,0.92,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0
happiness,1,01776.jpg,1.25,0.27,0.1,0.38,0.25,0.39,0.07,0.52,1.45,0.4,0,0.15,0,0.05,1.24,0.57,0.46,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
happiness,1,01777.jpg,0.01,0,0.52,0.26,0.25,0.27,0.07,0.52,1.6,0.4,0.19,0.15,0,0.05,1.87,0.28,0.5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
anger,2,01778.jpg,0.01,0,0.72,0,0.2,0.22,0,0.51,1.05,0.28,0.2,0.98,0.18,0.24,1.31,0.46,0.58,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
neutral,3,01779.jpg,0.35,0,0.82,0,0.76,0.64,0,1.08,1.15,0.15,0.2,1.67,0.32,0.2,1.9,0.65,0.44,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,01780.jpg,0.88,0,0.4,0,0.99,0.64,0,1.4,1.34,0.9,0.02,2.52,0.32,0.2,1.22,0.59,0.26,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0
neutral,3,01781.jpg,0.88,0,0.17,0,1.64,1.23,0,1.79,2.02,1.56,0,1.86,0.14,0,1.22,0.33,0.25,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0
happiness,1,01782.jpg,0.54,0,0.68,0,1.36,1.58,0.3,1.2,1.02,1.75,0,1.94,0.33,0.5,0.23,0,0.25,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0
neutral,3,01783.jpg,0,0,0.95,0,1.99,2.54,0.55,1.43,0.98,1.78,0,1.72,0.72,0.58,0.09,0.12,0.07,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0
happiness,1,01784.jpg,0,0,1.5,0,1.46,1.96,0.77,0.9,0.29,1.16,0.19,2.1,0.72,0.58,0.56,0.67,0.17,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0
neutral,3,01785.jpg,0,0.07,1.13,0.2,0.99,1.29,0.47,0.54,0.29,0.88,0.19,1.62,0.49,0.08,0.7,0.77,0.17,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0
neutral,3,01786.jpg,0,0.07,1.12,0.2,0.65,0.85,0.22,0.47,0.54,0.78,0.19,1.32,0.1,0.45,1.08,0.65,0.17,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0
happiness,1,01787.jpg,0,0.07,0.73,0.2,1.54,1.66,0.18,1.25,1.48,1.2,0,0.77,0.1,0.51,1.06,0.1,0.08,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
happiness,1,01788.jpg,0,0.17,0.42,0.08,1.53,1.32,0.18,1.25,1.65,1.98,0.08,0.43,0,0.51,0.93,0.04,0.07,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
neutral,3,01789.jpg,0,0.17,0.33,0.08,1.14,0.81,0.35,1.23,1.2,1.69,0.08,0.6,0.05,0.06,0.46,0.24,0.07,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
neutral,3,01790.jpg,0.13,0.35,0.65,0.42,0.39,0.16,0.17,0.74,0.87,1.99,0.08,0.77,0.05,0.14,0.37,0.24,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
happiness,1,01791.jpg,0.13,0.17,0.65,0.34,0.91,0.76,0.17,1.16,1.57,2.08,0,0.82,0.05,0.3,0.53,0.19,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
happiness,1,01792.jpg,0.13,0.17,0.47,0.34,1.27,1.17,0,1.42,2.09,2.23,0.23,0.81,0,0.49,0.73,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
happiness,1,01793.jpg,0,0,0,0,1.15,1.01,0,1.67,2.3,2.16,0.23,0.65,0,0.35,1.2,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
happiness,1,01794.jpg,0.94,0,0,0,0.64,0.57,0,1.32,1.44,1.28,0.23,0.49,0,0.2,1.05,0,0.17,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0
neutral,3,01795.jpg,1.01,0,0,0,0.69,0.63,0,1.73,1.62,1.62,0.27,0.29,0.13,0,1.61,0.15,0.55,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,01796.jpg,1.37,0.14,0,0,0.98,0.63,0,1.44,1.62,1.71,0.3,0.56,0.51,0,1.17,0.21,0.55,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0
happiness,1,01797.jpg,1.75,0.79,0,0,1.12,0.47,0,1.36,2.47,2.19,0.64,0.72,0.51,0,2.14,0.21,0.38,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0
happiness,1,01798.jpg,3.26,1.78,0.06,0.16,0.58,0,0,0.5,1.83,1.64,0.59,0.49,0.77,0,1.38,0.38,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
neutral,3,01799.jpg,3.63,2.05,0.06,0.16,0.14,0.05,0.08,0.52,1,0.8,0.58,0.66,0.82,0,1.34,0.32,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
neutral,3,01800.jpg,3.87,1.42,0.06,0.16,0,0.09,0.08,0.51,0.16,0.69,0.25,0.57,0.82,0,0.37,0.32,0.64,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
neutral,3,01801.jpg,3.95,1.16,0.03,0,0.2,0.13,0.08,0.81,0.19,0.56,0.22,0.51,0.43,0,0.57,0.01,1.11,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
neutral,3,01802.jpg,3.23,0.74,0.03,0,0.2,0.12,0,0.95,0.25,0.73,0.4,0.55,0,0.31,0.2,0,1.45,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
neutral,3,01803.jpg,3.33,1.47,0.03,0,0.49,0.52,0,1.2,0.36,0.37,0.4,0.69,0,0.31,0.3,0,1.49,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
neutral,3,01804.jpg,2.32,1.51,0.38,0,0.56,0.81,0,0.9,0.65,0.18,0.36,0.79,0,0.31,0.81,0.08,1.56,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
happiness,1,01805.jpg,2.32,1.51,0.53,0,1,1.55,0,0.56,1.26,0.61,0.14,0.32,0,0,1.27,0.18,1.22,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
